area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type
4414,5,Whitefield,RURAL,12,Furnished,12.902820208209128,77.53449038919685,62991,RENT
3301,4,Indiranagar,URBAN,8,Furnished,12.953057677674082,77.63435365202085,33418624,SALE
2086,3,Electronic City,URBAN,5,Semi-Furnished,13.071119760705857,77.60811172507896,32486,RENT
3409,4,Whitefield,URBAN,20,Furnished,12.824546998126616,77.52777094343382,23295774,SALE
554,1,Indiranagar,URBAN,18,Furnished,13.00058227768005,77.69973100547298,6469019,SALE
2937,4,Electronic City,URBAN,13,Semi-Furnished,12.804224385651464,77.68591623137512,44712,RENT
1809,2,Electronic City,URBAN,20,Furnished,12.988972565708089,77.51227859083218,9723617,SALE
4457,5,Koramangala,URBAN,14,Semi-Furnished,12.965459746799178,77.52929135711118,42601898,SALE
1184,1,Whitefield,URBAN,2,Semi-Furnished,13.04355998602702,77.51500807945285,27200,RENT
3575,5,Electronic City,RURAL,4,Semi-Furnished,12.959498741859344,77.45154046660448,37970,RENT
4741,5,Bellandur,RURAL,20,Furnished,12.905784979917842,77.70111265718434,23284192,SALE
3206,4,Electronic City,URBAN,17,Semi-Furnished,12.872825261398468,77.4185106042061,15398863,SALE
937,2,Indiranagar,URBAN,13,Furnished,12.825574922534623,77.46023219764137,11734061,SALE
2241,3,Koramangala,RURAL,15,Semi-Furnished,12.960383802288929,77.44212180709914,14484931,SALE
2855,4,HSR Layout,URBAN,13,Furnished,13.06649657799457,77.73013559020973,82552,RENT
924,2,Koramangala,URBAN,8,Semi-Furnished,12.954423348186706,77.41760340615471,33578,RENT
3350,5,HSR Layout,RURAL,14,Unfurnished,13.021730857239767,77.66585091596663,42092,RENT
4531,4,Whitefield,URBAN,6,Unfurnished,12.889530481465274,77.41778983936433,75470,RENT
4515,5,Whitefield,URBAN,13,Unfurnished,12.934439257962431,77.71457736156871,26324324,SALE
2768,4,Electronic City,URBAN,5,Semi-Furnished,12.89738096103378,77.7650856345575,45735,RENT
4247,5,Bellandur,URBAN,20,Furnished,12.83277983340647,77.59473726633382,30529993,SALE
4895,5,Whitefield,URBAN,14,Semi-Furnished,12.925096580985052,77.72181672040492,28908286,SALE
3101,4,Electronic City,URBAN,19,Semi-Furnished,13.029286169551165,77.6825642131401,37198,RENT
1371,2,Koramangala,URBAN,7,Semi-Furnished,12.918492499863355,77.71825411686939,14812080,SALE
1566,3,Whitefield,URBAN,1,Semi-Furnished,12.99505376666548,77.70671007981039,12818329,SALE
3174,4,Koramangala,URBAN,7,Furnished,13.027584645215258,77.4821471534955,33728000,SALE
2382,3,Koramangala,URBAN,0,Semi-Furnished,12.896820868164896,77.59982360406191,73470,RENT
1253,2,Bellandur,URBAN,25,Unfurnished,13.039254367881643,77.78416567485056,7628192,SALE
4546,5,Whitefield,URBAN,16,Unfurnished,12.901677715090914,77.5374131778326,24244266,SALE
4136,5,Koramangala,RURAL,18,Unfurnished,12.876832118138138,77.78819483625482,22689006,SALE
4169,5,Bellandur,URBAN,4,Semi-Furnished,12.86673385032796,77.63326468457349,31287133,SALE
974,2,Bellandur,URBAN,29,Furnished,12.859971243717453,77.5846445670663,22895,RENT
3661,5,Whitefield,URBAN,21,Furnished,13.021137221844018,77.66310298601049,68288,RENT
1548,3,Bellandur,URBAN,19,Furnished,13.066252778317075,77.72633566847108,13190330,SALE
2115,3,Whitefield,URBAN,15,Semi-Furnished,12.869194542255586,77.5576832619403,14836792,SALE
4254,5,Whitefield,URBAN,6,Furnished,12.825572089338847,77.41318167004586,33103102,SALE
2891,4,HSR Layout,URBAN,6,Unfurnished,12.894130092886533,77.68352251918816,64023,RENT
3060,5,Koramangala,URBAN,17,Furnished,12.997354171676408,77.78246671379895,92228,RENT
3524,4,Indiranagar,RURAL,17,Semi-Furnished,12.910556027667813,77.64999466011054,19778098,SALE
3451,4,Whitefield,URBAN,1,Semi-Furnished,12.964752961763367,77.4753657914182,24467443,SALE
404,1,Koramangala,URBAN,14,Furnished,13.023291489702558,77.49929701287245,19832,RENT
1276,2,Bellandur,URBAN,13,Semi-Furnished,12.922543559346515,77.76390028745254,9118720,SALE
1391,2,Electronic City,URBAN,17,Furnished,13.099908449411359,77.4054248382418,24343,RENT
4542,5,Whitefield,RURAL,28,Furnished,12.889384778070651,77.61949866618536,17964964,SALE
4764,5,Bellandur,URBAN,8,Unfurnished,13.093474505561785,77.46347105807759,31091750,SALE
4865,5,Bellandur,URBAN,13,Semi-Furnished,12.860908899569935,77.51310577408684,32164631,SALE
1035,2,Bellandur,URBAN,4,Unfurnished,12.833279522979288,77.5227926597973,8539336,SALE
2093,3,Bellandur,URBAN,10,Semi-Furnished,13.02524918752831,77.48771309909533,44012,RENT
2082,3,Bellandur,URBAN,7,Furnished,13.010692896995359,77.71694082508246,55495,RENT
519,1,Whitefield,URBAN,4,Semi-Furnished,13.04335080417274,77.53288366959151,14854,RENT
1230,2,Indiranagar,RURAL,28,Furnished,12.903077126519992,77.53819399650622,7245989,SALE
4075,5,HSR Layout,URBAN,10,Semi-Furnished,13.079242296155895,77.58120272547738,33061808,SALE
1769,3,Bellandur,URBAN,4,Unfurnished,12.835844428511924,77.76091811549617,38469,RENT
1140,2,Bellandur,URBAN,16,Unfurnished,12.809083130399339,77.67526921281068,23259,RENT
516,1,HSR Layout,URBAN,21,Furnished,12.890169165533592,77.42469988166711,6094050,SALE
3238,3,Whitefield,URBAN,3,Unfurnished,13.039197339020076,77.41570476841464,63698,RENT
1550,3,Koramangala,URBAN,14,Furnished,13.001894692182095,77.62655569183082,17546532,SALE
2331,4,Electronic City,URBAN,18,Furnished,12.930862629266787,77.75482422469088,37313,RENT
1412,2,Electronic City,URBAN,21,Furnished,12.876876084258301,77.52930059040024,7683057,SALE
2064,3,Koramangala,RURAL,1,Semi-Furnished,12.817781836030393,77.49910873156087,17049445,SALE
1481,2,Whitefield,URBAN,23,Furnished,12.901251673534242,77.69927641812524,28955,RENT
912,2,Electronic City,RURAL,16,Unfurnished,12.938005930326424,77.64083654658793,9156,RENT
3249,4,HSR Layout,RURAL,11,Semi-Furnished,13.00610715142136,77.62601093694272,17980046,SALE
959,2,Koramangala,URBAN,24,Unfurnished,12.99379158648393,77.45972047965742,9177899,SALE
4072,5,Indiranagar,URBAN,23,Furnished,13.084203470879563,77.4703845274644,117135,RENT
4983,5,Whitefield,URBAN,16,Furnished,12.830118775715858,77.51271511036961,34278986,SALE
3743,5,Koramangala,RURAL,9,Unfurnished,12.90090203686374,77.48273557387277,66280,RENT
4470,5,Electronic City,URBAN,27,Semi-Furnished,12.94447342458107,77.78857789801857,18824653,SALE
1870,4,Whitefield,URBAN,24,Unfurnished,13.001208738156198,77.40744440654247,30716,RENT
980,1,HSR Layout,RURAL,17,Furnished,12.948635507432423,77.65042253537173,6376692,SALE
2694,4,Whitefield,URBAN,18,Semi-Furnished,13.073827469584021,77.60703952995017,17943189,SALE
3547,5,Whitefield,URBAN,17,Furnished,12.982601703679943,77.52930049435938,22885124,SALE
4649,5,HSR Layout,URBAN,12,Furnished,12.811899622907365,77.75503548484159,41334341,SALE
2079,3,Bellandur,URBAN,13,Unfurnished,12.83409679071984,77.66806503101571,13211803,SALE
3906,5,HSR Layout,URBAN,23,Furnished,13.026048668444167,77.79934174052929,33514948,SALE
3144,4,Whitefield,URBAN,15,Unfurnished,13.014736308903888,77.46746238373059,19256634,SALE
3756,5,HSR Layout,URBAN,17,Semi-Furnished,12.846049100547711,77.43514713434713,75590,RENT
4445,5,Bellandur,RURAL,25,Furnished,12.817672598319701,77.45575890698655,58446,RENT
1643,3,Koramangala,URBAN,17,Furnished,12.97361535663196,77.50771638703384,19981598,SALE
3518,5,HSR Layout,RURAL,15,Semi-Furnished,12.99072164960802,77.56671479662718,50298,RENT
2541,4,HSR Layout,RURAL,16,Unfurnished,12.84058989125385,77.74504131400077,32507,RENT
3459,4,Whitefield,URBAN,6,Furnished,12.942085796312245,77.51343670653156,26877450,SALE
4948,5,Koramangala,URBAN,11,Semi-Furnished,12.891749458735525,77.76609732401107,133924,RENT
3359,4,Indiranagar,URBAN,1,Furnished,13.079391693691067,77.58516307536189,36734021,SALE
2665,4,Indiranagar,URBAN,9,Unfurnished,12.865759941016822,77.6588280074156,72877,RENT
2879,4,Electronic City,URBAN,4,Unfurnished,13.01997821777099,77.50576308562238,41130,RENT
2035,4,HSR Layout,URBAN,20,Unfurnished,12.955440174003302,77.46240552640941,41965,RENT
2157,3,HSR Layout,URBAN,2,Unfurnished,12.803456303607813,77.74778277626322,17809626,SALE
4852,4,Koramangala,RURAL,18,Semi-Furnished,12.955099574963786,77.44380247220808,80894,RENT
2470,2,Bellandur,URBAN,12,Furnished,12.82984164497585,77.70960852230681,20426366,SALE
3249,5,Indiranagar,URBAN,11,Semi-Furnished,12.997718658747594,77.63239372243075,30257947,SALE
3651,5,Electronic City,URBAN,2,Unfurnished,12.969657059114471,77.74445511267153,48761,RENT
4130,4,Koramangala,RURAL,5,Unfurnished,12.803128168200043,77.68712736483927,24578212,SALE
2889,4,HSR Layout,URBAN,13,Unfurnished,12.861407848874896,77.51266564084462,21292040,SALE
2031,3,Indiranagar,RURAL,3,Unfurnished,13.032867515861607,77.62977103890292,37559,RENT
3216,4,Electronic City,URBAN,12,Furnished,12.882731784290607,77.40522944784219,18743789,SALE
1415,2,Whitefield,URBAN,18,Unfurnished,12.949785020348916,77.59008733694897,25235,RENT
1748,2,Indiranagar,URBAN,17,Furnished,12.893599584322756,77.43440545422882,52856,RENT
3487,5,Electronic City,URBAN,28,Unfurnished,13.076458056919261,77.57157799912413,12395060,SALE
3239,4,Koramangala,URBAN,2,Furnished,12.96097310533503,77.44384472319948,115496,RENT
735,1,Whitefield,URBAN,19,Furnished,13.008852054456806,77.78219192277817,17221,RENT
4992,5,Electronic City,URBAN,5,Unfurnished,12.825042831409133,77.6092271829631,24225818,SALE
1295,2,Electronic City,RURAL,15,Semi-Furnished,12.812100796259827,77.76528719411066,4330554,SALE
3946,5,HSR Layout,URBAN,19,Semi-Furnished,12.877768458520139,77.4089464891863,29761804,SALE
1251,2,Bellandur,RURAL,23,Semi-Furnished,12.892740287676096,77.65506131355276,5837758,SALE
2087,3,Indiranagar,URBAN,2,Semi-Furnished,13.00630416235397,77.52278180077064,65766,RENT
2331,3,HSR Layout,URBAN,11,Semi-Furnished,12.970739150813733,77.5727315983861,59468,RENT
4146,5,Whitefield,URBAN,18,Unfurnished,12.912373882080496,77.74923495808588,66438,RENT
2827,4,Bellandur,URBAN,18,Unfurnished,12.996235245253404,77.79200843790349,46976,RENT
1968,3,Electronic City,URBAN,23,Unfurnished,12.849069724200886,77.49859678177334,25021,RENT
4400,5,HSR Layout,URBAN,3,Unfurnished,12.819046908444413,77.77930131414132,34365633,SALE
3138,4,Bellandur,URBAN,0,Unfurnished,13.05635152769546,77.67549077955269,67646,RENT
3898,5,Indiranagar,URBAN,1,Unfurnished,12.969183838480664,77.7805655657429,113413,RENT
4313,5,Whitefield,URBAN,12,Furnished,12.994728582091227,77.62494679944848,86265,RENT
1466,2,Koramangala,RURAL,29,Furnished,12.892172675224872,77.78430251399658,29026,RENT
4780,5,HSR Layout,URBAN,25,Unfurnished,12.91158648732131,77.75698218325897,28706649,SALE
2844,4,Whitefield,URBAN,28,Unfurnished,12.824710234145893,77.45143669649018,14057186,SALE
4507,5,Koramangala,URBAN,12,Furnished,13.057096456340531,77.52431597084069,48873841,SALE
3773,4,HSR Layout,URBAN,29,Furnished,12.97773183502368,77.49722527660501,72247,RENT
4369,5,Whitefield,URBAN,1,Unfurnished,12.825088298953983,77.6288397304201,80724,RENT
2946,4,Whitefield,URBAN,29,Furnished,13.0413588799175,77.72111977260236,53233,RENT
1153,2,Bellandur,URBAN,18,Semi-Furnished,12.933234610855093,77.70376457875476,8731454,SALE
2482,4,HSR Layout,URBAN,21,Semi-Furnished,13.029530405051004,77.6906996529134,53334,RENT
3174,4,Whitefield,URBAN,23,Semi-Furnished,12.803785958626746,77.55010595029424,18864860,SALE
3296,4,Electronic City,URBAN,15,Furnished,12.808621909091638,77.45585475265113,49067,RENT
4585,5,HSR Layout,URBAN,11,Unfurnished,12.851234887634645,77.48423342145145,32152067,SALE
1175,2,Whitefield,RURAL,0,Unfurnished,12.863274966842205,77.69667098385933,6522073,SALE
2025,4,Bellandur,URBAN,8,Unfurnished,13.02918665909304,77.45901373562383,43484,RENT
3469,4,Koramangala,URBAN,16,Furnished,13.01200824920498,77.48917868197341,98275,RENT
817,1,Koramangala,RURAL,9,Furnished,12.984826435738949,77.5698210611494,7062301,SALE
514,1,Electronic City,RURAL,17,Semi-Furnished,13.065457668945001,77.42884497227499,2113007,SALE
1016,1,HSR Layout,URBAN,18,Furnished,12.87414463509691,77.48507682430805,9212670,SALE
4374,5,Bellandur,URBAN,6,Semi-Furnished,13.071321471171334,77.4599072509365,32205347,SALE
3667,5,Whitefield,RURAL,24,Semi-Furnished,13.072841320779554,77.78052871316473,13929916,SALE
1225,2,Whitefield,URBAN,18,Unfurnished,12.930277928056059,77.47661035421795,21989,RENT
1916,3,Koramangala,RURAL,23,Furnished,12.828315860126052,77.74470788406816,13321626,SALE
3546,5,Bellandur,URBAN,14,Unfurnished,13.017967972456857,77.44591927650664,67565,RENT
812,2,Electronic City,URBAN,8,Unfurnished,12.901078601794124,77.747869252921,14176,RENT
1128,1,Koramangala,URBAN,9,Furnished,13.03847885523102,77.63977351450939,40558,RENT
3748,5,Koramangala,URBAN,22,Furnished,12.849107085171141,77.73988236928984,114541,RENT
3208,4,Electronic City,RURAL,19,Semi-Furnished,12.96185453407231,77.74693947541495,28238,RENT
1075,2,HSR Layout,RURAL,19,Semi-Furnished,12.952422119095463,77.63854941226697,6112396,SALE
3865,5,Whitefield,URBAN,3,Semi-Furnished,12.830094347170885,77.767077661358,85061,RENT
2904,4,HSR Layout,URBAN,5,Semi-Furnished,12.908999847701798,77.63417931659384,23349884,SALE
3367,3,Bellandur,RURAL,3,Unfurnished,12.825426594034019,77.68502603115135,46476,RENT
3186,4,Indiranagar,URBAN,4,Unfurnished,12.939422092853674,77.56643219086753,28288669,SALE
1522,3,Indiranagar,URBAN,8,Furnished,13.052871367584137,77.7656270777884,57121,RENT
4479,5,Indiranagar,URBAN,11,Semi-Furnished,12.88106142899124,77.7296650155648,38091289,SALE
1971,2,Electronic City,URBAN,22,Semi-Furnished,13.029458596156232,77.46668524464677,9113597,SALE
2543,4,Koramangala,URBAN,7,Semi-Furnished,12.855028224683737,77.63055514008188,25257591,SALE
2087,3,HSR Layout,URBAN,20,Unfurnished,13.002120478247196,77.75873093163477,41859,RENT
4532,5,Whitefield,URBAN,4,Furnished,13.074661219979134,77.71722579746358,35915506,SALE
4251,5,Indiranagar,RURAL,28,Unfurnished,12.89717842446973,77.78502111226453,55871,RENT
3840,4,HSR Layout,URBAN,10,Furnished,13.070123491426585,77.49252067477904,100114,RENT
4166,5,Indiranagar,URBAN,22,Furnished,12.951626277957919,77.5469838532522,37089914,SALE
2726,4,Indiranagar,URBAN,10,Unfurnished,12.895041539949698,77.60287675520725,63986,RENT
3314,4,Whitefield,URBAN,12,Unfurnished,13.068952470533459,77.49306766801091,59201,RENT
4352,5,Bellandur,URBAN,13,Furnished,12.809611180030918,77.55761810207552,98553,RENT
995,1,Bellandur,URBAN,27,Unfurnished,12.808405655381844,77.61501568176973,17416,RENT
1128,3,Bellandur,URBAN,7,Unfurnished,12.9799488812619,77.47653568120055,9579038,SALE
1765,3,Electronic City,URBAN,24,Furnished,13.03902521519907,77.50267512748104,31373,RENT
4892,5,Koramangala,URBAN,29,Furnished,13.025463892231432,77.44993699992352,40377865,SALE
1098,2,Electronic City,URBAN,17,Semi-Furnished,12.823840851005482,77.6853525639543,17702,RENT
795,2,HSR Layout,URBAN,18,Unfurnished,13.085075358060067,77.54462077061446,6289389,SALE
4571,5,Electronic City,URBAN,11,Furnished,13.010919061291254,77.48810646127352,26388369,SALE
4760,5,HSR Layout,URBAN,11,Unfurnished,13.08473361611832,77.60292965967238,103849,RENT
2902,4,HSR Layout,URBAN,17,Unfurnished,12.89872932769223,77.4272997222741,57734,RENT
2219,3,Koramangala,RURAL,9,Furnished,13.008181738394844,77.76936264252735,51480,RENT
1117,2,Whitefield,RURAL,6,Semi-Furnished,13.057981624020046,77.5177870084629,18283,RENT
3182,4,Koramangala,URBAN,27,Furnished,12.914139266946288,77.75458573927354,85573,RENT
3977,4,Bellandur,URBAN,17,Furnished,13.089457975630571,77.59904802612986,30914454,SALE
543,1,Bellandur,URBAN,11,Unfurnished,12.879497837366163,77.74006019908425,5070413,SALE
3540,5,Electronic City,RURAL,13,Semi-Furnished,12.894684087806366,77.49882577631585,11844801,SALE
4891,5,HSR Layout,URBAN,14,Furnished,13.076098572988112,77.4701082408971,109033,RENT
3338,4,Indiranagar,URBAN,15,Unfurnished,13.090897923950811,77.73976472129392,79368,RENT
4036,5,Indiranagar,URBAN,1,Furnished,12.885558724491545,77.48516955294869,136552,RENT
3622,5,HSR Layout,URBAN,29,Unfurnished,12.840917011892858,77.69847813971982,19668424,SALE
1567,3,Koramangala,RURAL,29,Furnished,13.027716622913179,77.53783351786386,29563,RENT
3016,4,Whitefield,URBAN,17,Semi-Furnished,13.078899579890134,77.69927749057406,17961246,SALE
1462,2,Koramangala,URBAN,11,Furnished,12.980214093110563,77.76305850639532,17709562,SALE
2556,4,HSR Layout,URBAN,15,Unfurnished,12.990355686321873,77.79265537251491,55853,RENT
3382,4,HSR Layout,URBAN,12,Furnished,13.02888300025169,77.54392379090746,31045826,SALE
3694,5,Whitefield,URBAN,19,Semi-Furnished,12.845925445652423,77.54701033385622,22921998,SALE
1556,3,Electronic City,URBAN,16,Semi-Furnished,13.092040668948421,77.79255509471393,8567784,SALE
1132,2,Electronic City,RURAL,17,Semi-Furnished,12.909298815418579,77.74461125211921,13810,RENT
4730,5,Whitefield,URBAN,2,Semi-Furnished,12.988472127782678,77.41803678876455,32763005,SALE
1353,2,Electronic City,URBAN,22,Unfurnished,12.940584806149998,77.6293799944906,17750,RENT
2939,5,Indiranagar,RURAL,9,Furnished,12.940454293929454,77.47249790861937,59635,RENT
3724,4,Electronic City,URBAN,0,Semi-Furnished,13.010823311635916,77.79760501443728,20916946,SALE
3701,5,Electronic City,URBAN,5,Furnished,13.098398689661677,77.45556920494839,70182,RENT
1942,3,Electronic City,URBAN,2,Unfurnished,12.997717955148785,77.62373904501715,9994889,SALE
1591,3,Indiranagar,RURAL,18,Furnished,13.03821773947182,77.66607934801168,31756,RENT
3393,3,Electronic City,URBAN,3,Furnished,12.808284817178683,77.77482586186161,59909,RENT
3081,4,Bellandur,RURAL,28,Semi-Furnished,13.043128210719445,77.73890332465767,33734,RENT
1617,3,Indiranagar,URBAN,19,Semi-Furnished,12.88999276453049,77.49830190853112,42105,RENT
1940,2,Whitefield,URBAN,22,Unfurnished,12.8380105535104,77.629049580517,31516,RENT
3636,5,Koramangala,URBAN,2,Furnished,12.834000225634313,77.78142958316235,120145,RENT
2786,5,Whitefield,URBAN,7,Unfurnished,13.003962444250888,77.69428673884198,54299,RENT
4119,5,Koramangala,URBAN,7,Unfurnished,13.099285050812165,77.67533453935195,38703524,SALE
1788,3,Whitefield,URBAN,26,Unfurnished,12.99985852951187,77.70196043171246,9398129,SALE
2256,3,Bellandur,RURAL,28,Semi-Furnished,12.878704445020032,77.52900247559514,8924592,SALE
1765,3,Koramangala,URBAN,6,Semi-Furnished,12.860991791300883,77.69170090776129,58197,RENT
899,2,Koramangala,URBAN,1,Furnished,12.957787129780412,77.49314190057876,14353069,SALE
2080,3,HSR Layout,URBAN,20,Furnished,12.819511789805212,77.5712411083631,54980,RENT
910,2,Koramangala,URBAN,5,Furnished,12.919799249878157,77.7559715268754,36724,RENT
4712,4,Koramangala,URBAN,27,Semi-Furnished,12.999870471201737,77.40758845859631,98972,RENT
1724,3,HSR Layout,URBAN,15,Semi-Furnished,13.090298682742546,77.56572746010094,39666,RENT
1555,3,Electronic City,URBAN,9,Unfurnished,12.927696034344681,77.50672870669563,24948,RENT
2227,3,Electronic City,URBAN,3,Semi-Furnished,12.860067182122192,77.47943584659745,37539,RENT
3541,5,HSR Layout,URBAN,12,Unfurnished,13.045208721011836,77.735430168589,76132,RENT
3886,5,Indiranagar,RURAL,9,Unfurnished,13.023259857458186,77.67859942913799,61777,RENT
2210,3,Koramangala,RURAL,20,Semi-Furnished,13.057911166461423,77.4450530881646,12860984,SALE
3323,4,Koramangala,URBAN,13,Unfurnished,12.864415618262868,77.59778533060047,80630,RENT
2614,4,HSR Layout,URBAN,8,Unfurnished,12.92144965875495,77.58676230873084,20204139,SALE
